Y2,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
0.06521173729401397,0.2879164263440188,0.010766972898279548,-0.001025084047199698,0.09352605801082348,0.024458652346095455,0.016432262046743418,-0.01913419473713418,0.11945627070080622,0.22025280582395634,0.03214120921179742,0.01218701610324402,0.0006432936857416749,-0.005366053504638479,0.01404829018621978,-0.022075951699200402,0.026724566529495064,0.22040673951016454,0.18656402635697988,0.09763846956391609,0.01245889205830153,0.01137918982662356,0.013287798056456523,0.002751899570682781,0.0015699440132550535,0.004925125378639095,-0.009950330853167877,-0.035091319811270116,0.004415018209117605,0.00011379905866704121,-0.07654723582343692,0.04290848946865644,0.11096439688150816,-0.005685942061258942,-0.011402750724004207,0.05213642350728698,0.04096520514354651,-0.01475183872312158,0.043647515512972745,-0.02588004096843477,-0.014613164209841045,0.0013704031493126934,0.15814533445412238,0.037209310045561494,-0.014228288470649275,0.1155732846938804,-0.03217074119183749,0.11402912400340526,0.21953318959115897,0.03451924704147302,-0.09151510883577352,-0.05142521180743742,-0.03468555798789019
0.09848237096369594,-0.1804589587750698,0.002237550782867359,0.00221714324113087,0.08552217343816193,-0.00014625295388537296,0.001114359530622444,0.026923084690316124,-0.02013473397144594,-0.09770843871551982,-0.007326040092073605,0.023937313143926886,0.0038510959020978675,-0.013152994262599194,0.010226531783831483,-0.004474280394920704,-0.0127732295080083,-0.08885118155837524,-0.15038044594631095,-0.057432049085875514,0.002879303709502068,0.001849322346846094,0.006683084551299956,-0.007737165864401874,-0.008892734034944283,-0.0008958468708062384,-0.010050335853501569,0,-0.002941178590816662,-0.010522237509219323,-0.0614847963117775,0.015266220803011876,0.00014269279158085624,0.016046307734070453,-0.06496160792825023,0.03751431088185875,0.009816573708521403,-0.00196111320117609,0.02707414066243885,-0.059158790229735914,0.01127099605398918,-0.1419148022659762,0.08882712290912309,0.039095479290205404,0.0021445142183811328,0.03266084293988136,0.08305004784457637,0.09372295007447029,-0.22760119037744175,-0.21158634005784815,-0.06899287148695166,-0.15872356457623216,-0.06241193239053011
-0.176476886371443,-0.18535702754718208,-0.019711081718163825,-0.004592641488452287,0.17958557697508004,-0.03988771496110122,-0.009722429937156996,0.011292958153999777,-0.07514503864555255,-0.7479884074181369,-0.028591133329258334,0.005678110909661527,-0.002565748681433888,-0.0007791196342701312,0.008683122573461155,0.002686969820825169,-0.008969966388971073,-0.7666000056916259,-0.49659665482740756,-0.17740754199152553,-0.025131966473583844,-0.026875810378982123,0.00010309710240896663,-0.009040174733229378,-0.010697096709670006,0.0016330091977305727,0.020000666706669445,0.035091319811270116,-0.005908436686166141,-0.036055833067223375,-0.1007887804382257,-0.005990584302891122,-0.06785842408366172,-0.038398917855245074,-0.08335317654192842,0.014670356198504209,-0.019511944942676607,0.0428767622452515,0.11383564281572944,-0.025778796118693492,-0.01772955489763639,-0.0784482422578332,-0.00005232409545996575,0.0005783070324376638,0.037474003122971666,-0.011350643129294014,0.0058682803133542905,0.13777303589435697,-0.47702839545946496,-0.2959981286934381,-0.1646219796945534,-0.262866903332057,-0.10198716192809609
-0.3618225954434493,-0.7218978160733229,-0.012211273983821158,-0.045775012598511466,0.1754486775061923,0.011732378386398068,0.006003058768329517,-0.010178014016235082,-0.02923426078212632,0.12153403469267143,0.02367711852682941,0.03172147668971981,-0.0064433212609325,0.007764014156220966,0.0035958327130556356,-0.006280864075414172,-0.027801037220607228,0.14187755513612443,-0.1575592317673541,-0.050261834780888304,-0.009327054234940846,-0.008472141655804677,-0.005499906727418846,-0.002542743262825553,-0.00196901725603027,-0.0039431480459004575,0,-0.0714589639821448,-0.0029673612278022787,-0.06391145820841615,-0.16020916030532995,-0.024055823477775462,-0.15319834347087102,-0.08570697669267524,-0.09866696863869961,-0.04287258346166034,0.021608408166226667,-0.027624524445680976,0.0034028405457871003,-0.04113091250230738,-0.06611287265246091,-0.08050231424581611,0.0005794372378105095,-0.02939131743025314,-0.020389327788484124,-0.08601597649411552,0.014462939555635046,0.12777085518263576,-0.17813224560586782,-0.17028571944976534,-0.11417114533998163,-0.23210769189093394,-0.1122516110431544
0.14469846052891278,0.5411201997007407,-0.003449942856962096,0.004631381424507808,0.08796877294595751,0.013931065960138156,0.003201325518796594,0.001306171846802151,0.010074337345727713,0.28982787668721866,0.00858374369139181,0.002528446353358582,0,-0.015588780214450537,-0.007204642115047122,-0.027373972000422242,0.002509910488736722,0.2875577484633073,0.1897034214851515,0.11111711050216311,-0.0009650125865690029,-0.00007813349174057294,-0.003578344933789168,-0.004927974281613956,-0.0043327340205827625,-0.004276260494378903,0.04831857727080768,-0.07696104113612834,0.001484781267579116,-0.04098972537558687,-0.09135498569461653,-0.022182448976026947,-0.03964217307977158,-0.11879344626193777,-0.1501627497111091,-0.007405763021479217,0.0194381018971459,-0.1102608256268276,0.03327035885657281,-0.009545607376296061,0.13269081192778032,-0.006274246980417786,0.09619149493991763,0.004117566111133897,-0.02089435705863707,-0.020938195597695497,-0.040287603504918224,-0.14141296111932533,0.32172153789408675,0.03764864794611089,-0.0991523597932531,0.016352565646513995,-0.14371478001522142
0.03124502801667539,-0.09785486620192074,0.004696489047089969,-0.00276984094406707,0.031090587070031095,0.0012787784776575606,-0.004103404042385073,-0.010345267881161746,-0.011277799432156677,-0.0194347293224002,-0.012285166794577584,0.0012618298204216671,0.0012919898438026323,0.0015698590351203023,-0.010905233482262133,0.012867824611393353,-0.004477508040125144,-0.027222853099230893,0.0376378081927764,-0.07268973336827766,0.013563603625666332,0.013728878123583144,0.005963420484436099,0.006702283373488882,0.006608661124523962,0.0016391581532673172,0.04609110720026699,0.03922071315328124,0.0029629651306573024,-0.035214964008520866,0.002624990131682381,-0.04922324869190753,-0.20019500209797592,-0.10698655531852808,-0.1652955630439994,-0.04686016360761691,-0.05690682642999967,-0.05642466654116696,-0.05202349489104563,-0.04761773447282991,0.12670791978190366,-0.02190458276920282,0.03252117481574501,0.036466412901011935,-0.03509563980677832,-0.011402191364245695,0.001346966468270594,-0.18937641471605815,0.053962994890483174,0.08123389304368978,-0.08849307825345143,0.09627381675784452,-0.09607813069321125
0.0050762248581719405,-0.12159060263732258,0.013903956277985685,0.006711220101873749,0.010152371464017929,-0.00009261017144179817,-0.00764966140825063,-0.0084392268850495,-0.01940633218351895,0.01814067976783207,-0.017456802404160143,-0.002525253867194266,-0.004529286293593948,0.0039138993211356166,-0.0051300955310304985,-0.026841037524811817,0.009157414069488112,0.020486300677203695,0.044319299080889496,0.019646997383796494,0.006577307903953056,0.005885941481992063,0.008451238959013452,-0.0011023296168310992,-0.0023472738570120555,0.0009404064958147274,-0.03670136685042813,0.0377403279828471,-0.005934735519814716,-0.041548378382994855,0.03585326226989238,-0.07259618486715347,-0.2253303964420681,-0.1000935269858445,-0.0979551420002096,-0.05010361154230836,-0.0855724262617592,-0.05903127318662449,-0.04461779161761825,-0.09553906330628337,-0.046867824529627455,-0.009679896879086769,-0.09694838358402258,-0.015178844868916741,0.014784584109337473,0.006608072088784667,0.12439624275925887,-0.13354946328573725,-0.17065605984196885,0.02710192977779169,0.007092228309492299,-0.03575928870470868,-0.10192354929996394
-0.0552226226780288,-0.49987100923445027,0.007710180363782015,-0.00735273924114388,0,0.0077586993757217115,0.002317251109895224,-0.026725166141085666,0.015978877868651153,0.05598768277114363,0.007518832414027621,0.004205220662979237,0,-0.004698520781554194,0,-0.032414658684281505,0.014486135306176706,0.05870101279920059,0.060088744840961716,-0.02961716970364625,0.009631235381892367,0.009782787021507033,0.00996571351852893,0.0057787023679338745,0.0057931702733604595,0.004984057030229749,-0.00938974034983886,-0.0377403279828471,-0.0014892035514675328,-0.042277783985220196,0.026131225281302406,-0.07271356030442178,-0.3502835664020765,-0.11087144257758297,-0.0644739115937547,-0.07209890329387747,-0.032074321525053406,-0.003551981001823634,-0.031981423409716214,-0.06666579763953706,0.01438325263544371,-0.09564693683731029,-0.08463212025861822,-0.06075908801500596,-0.0025818870347613654,-0.11623688324397818,-0.0417025845499186,-0.1435442457911833,0.07534514428341055,0.05361679617398263,0.038132869695443716,0.08495406546311202,-0.07578892733184794
0.12704043454585268,0.6282088325392277,0.014496905399681737,0.02024858959931386,-0.05182506786458596,0.001533531370609964,0.003488904904796364,0.00442998605602174,0.030478689473530274,-0.01186371019628396,-0.002500001302085053,0.010851525516129001,-0.001297858715599176,0.009375068665455899,-0.00589537448067734,-0.01562531790308075,0.017976909663069307,-0.013906446251748195,0.011257154524634494,-0.062003327305239386,0.010470127429599074,0.01063955127728633,0.011814938733557767,0.008927585750203804,0.008854549744206963,0.006740472276714371,0,-0.03922071315328124,-0.0029850768434531716,-0.006480811830329003,-0.013021927887608697,-0.0034382568752384657,-0.1553540317474127,-0.07798663978797116,-0.04491928969934378,-0.009962701439063082,-0.02295177236958601,-0.03604700957517082,-0.08668810945482264,0.05571420443264152,0.028381106748620155,0.02408908664760112,-0.020355225367444163,0.07495795828483409,0.05034676497034596,0.1265244689056928,0.19521244410532645,-0.062135282125510116,0.1436788079521616,-0.09232427207208183,-0.0925927868278249,-0.02623101214886958,-0.05178927342489015
0.003833290466326744,0.14571603064099925,0.010716593607776659,0.009669015813265958,0.010582109330536937,0.002172299916573195,-0.0008122202670897138,-0.007508436282940956,-0.005399779630931079,-0.010056012817234894,0.011201112754821274,0.009502240471186418,0.004535155165390492,-0.012519725344927402,-0.0029607719630329044,0.038614836127779384,0.010885399655320427,-0.010104741337587875,-0.0006786562866516466,-0.08217718020216913,0.009031165392805462,0.009656824154983923,0.009886614981974517,0.007108968493582779,0.007743346863449574,0.006926121218704395,-0.028710105882431503,0,0,-0.03586424363788865,-0.07457279828042651,-0.018440379458425582,-0.04164707808534551,-0.03885090694512705,-0.03012611526935416,0.03906443960363504,0.013002249395114518,-0.08383614224812419,-0.10411215397020612,0.03988614736226026,-0.05547199258745472,0.008403716511953263,-0.02901401630319178,-0.01010353366878114,0.049228425375140716,0.02192628162684329,-0.05402860601338233,-0.1318999130087004,-0.11706913251629203,-0.04374454896285762,-0.06553404137907304,-0.03780421962264757,-0.06213178110700657
